Title,Description,Links,Publication Date 
Житель Колымы осужден на два года колонии за хранение и перевозку 2 кг золота,"Суд Магадана признал местного жителя виновным в незаконном хранении и перевозке драгоценных металлов в крупном размере (ч. 4, ст.",https://www.kommersant.ru/doc/7658481,"Wed, 16 Apr 2025 04:10:39 +0300"
В России упали продажи чая,"С февраля 2024 по январь 2025-го розничные продажи чая упали на 3%, офлайн — на 4,1%, подсчитали в аналитической компании «Нильсен». Чай — единственная категория горячих напитков с отрицательной динамикой.",https://www.kommersant.ru/doc/7658397,"Wed, 16 Apr 2025 03:43:32 +0300"
В Госдуму внесли законопроект о пересчете выплат семьям погибших военнослужащих,"Группа депутатов партии ЛДПР внесла в Госдуму законопроект о пересчете выплат семьям погибших военнослужащих. Об этом сообщил председатель комитета по труду, соцполитике и делам ветеранов Ярослав Нилов.",https://www.kommersant.ru/doc/7658480,"Wed, 16 Apr 2025 03:32:30 +0300"
Из России до конца года могут уйти до десяти китайских автобрендов,"По оценкам опрошенных «Ъ» дилеров и аналитиков, такие китайские бренды, как Oting, Kaiyi, SWM, Livan, VGV и MG, находятся в зоне риска из-за низких продаж и нерентабельности франшиз. В первом квартале 2025 года закрылось 213 шоурумов китайских марок (больше в 3,2 раза к 2024 году), а новых открытий стало вдвое меньше.",https://www.kommersant.ru/doc/7658435,"Wed, 16 Apr 2025 03:14:25 +0300"
WSJ: Трамп планирует убедить более 70 стран изолировать экономику КНР,"Газета The Wall Street Journal (WSJ) сообщила, что президент США Дональд Трамп планирует убедить более 70 стран изолировать экономику Китая в обмен на отмену пошлин на импорт, введенных Белым домом. Меры должны заставить Пекин сесть за стол переговоров с Вашингтоном.",https://www.kommersant.ru/doc/7658479,"Wed, 16 Apr 2025 03:06:52 +0300"
Обвиняемый экс-замгубернатора Тюменской области подписал контракт с ВС РФ,"Бывший замгубернатора Тюменской области Вячеслав Вахрин, который проходит по делу о получении крупной взятки, заключил контракт о прохождении военной службы в ВС РФ. Сейчас он освобожден из-под стражи.",https://www.kommersant.ru/doc/7658478,"Wed, 16 Apr 2025 02:51:08 +0300"
Пошлины Трампа обойдутся производителям полупроводников в США в $1 млрд в год,Новые пошлины президента США Дональда Трампа на электронику и полупроводники могут обойтись американским производителям оборудования более чем в один $1 млрд в год. Об этом сообщает агентство Reuters со ссылкой на двух источников в сфере производства.,https://www.kommersant.ru/doc/7658477,"Wed, 16 Apr 2025 02:32:20 +0300"
Урсула фон дер Ляйен: все просят расширения торговли с Европой,"Председатель Еврокомиссии Урсула фон дер Ляйен, отвечая на вопрос о лидерской роли ЕС в западном мире, заявила, что Запада, каким его все знали, больше не существует. По ее словам, это произошло после возвращения в Овальный кабинет президента США Дональда Трампа.",https://www.kommersant.ru/doc/7658476,"Wed, 16 Apr 2025 02:09:07 +0300"
Топ-менеджер Lego погиб на горнолыжном курорте в Швейцарии,Топ-менеджер датской компании Lego Майкл Хэлби погиб по время спуска на лыжах на курорте в Швейцарии. Об этом сообщает британский таблоид Mirror.,https://www.kommersant.ru/doc/7658475,"Wed, 16 Apr 2025 01:42:46 +0300"
Госдеп США отменил финансирование 139 иностранных программ на $215 млн,Государственный департамент США отменил финансирование 139 иностранных программ помощи на общую сумму $215 млн. Об этом сообщил Департамент госэффективности Соединенных Штатов в соцсети X.,https://www.kommersant.ru/doc/7658473,"Wed, 16 Apr 2025 01:26:43 +0300"
Трамп: США не устраивает влияние Пекина на работу Панамского канала,"Президент США Дональд Трамп заявил, что Вашингтон не устраивает влияние, которое оказывает Пекин на работу Панамского канала. «Мы недовольны тем, как им управляют, мы недовольны влиянием Китая...",https://www.kommersant.ru/doc/7658472,"Wed, 16 Apr 2025 00:49:34 +0300"
Иранский дипломат Зохреванд: переговоры США и Ирана — ключевые для Трампа,"Член парламентской комиссии Ирана по национальной безопасности и внешней политике Абольфазл Зохреванд назвал американско-иранские переговоры «ключом» к победе или поражению президента США Дональда Трампа. По его словам, господин Трамп не смог продвинуться по ряду вопросов, касающихся внешней политики Вашингтона.",https://www.kommersant.ru/doc/7658470,"Wed, 16 Apr 2025 00:36:04 +0300"
«360 Констракшн»: российские автокраны наименее зависимы от Запада,"В сегменте строительной техники большей независимости от западных технологий и комплектующих добились производители автокранов. Об этом рассказал генеральный директор компании «360 Констракшн» Сергей Ястребов на конференции «Строительный суверенитет России: как построить будущее?», организованной ИД «Коммерсантъ».",https://www.kommersant.ru/doc/7658441,"Tue, 15 Apr 2025 23:57:20 +0300"
Советника главы Пентагона отстранили от работы после расследования об утечках,Одного из ведущих советников министра обороны США Пита Хегсета Дэна Колдуэлла отправили в административный отпуск за «несанкционированную утечку информации». Об этом сообщает агентство Reuters со ссылкой на представителя администрации США.,https://www.kommersant.ru/doc/7658442,"Tue, 15 Apr 2025 23:57:01 +0300"
ВСУ атаковали сельхозпредприятие в Брянской области,"Вооруженные силы Украины (ВСУ) обстреляли из миномета два производственных ангара сельхозпредприятия в Брянской области, сообщил губернатор региона Александр Богомаз в своем Telegram-канале. Сообщается, что пострадавших нет.",https://www.kommersant.ru/doc/7658439,"Tue, 15 Apr 2025 23:21:17 +0300"
"Госдеп: США просят НАТО увеличить расходы на оборону не потому, что «злючки»","Требования Вашингтона к союзникам по НАТО обоснованны, сообщила официальный представитель Госдепа Тэмми Брюс. По ее словам, США не «злючки», когда призывают другие страны альянса увеличить расходы на оборону.",https://www.kommersant.ru/doc/7658436,"Tue, 15 Apr 2025 23:00:04 +0300"
"The Telegraph: Сербию могут не взять в ЕС, если Вучич поедет на парад в Москву","По мнению генерального секретаря МИД Эстонии Йонатана Всевиова, если президент Сербии Александр Вучич поедет на празднование 9 Мая в Москву, это может отразиться на перспективах вступления Сербии в ЕС. Об этом сообщает британская The Telegraph.",https://www.kommersant.ru/doc/7658416,"Tue, 15 Apr 2025 22:58:04 +0300"
Хинштейн пообещал «жестко разобраться» с двумя УК после ударов дронов ВСУ,"Врио губернатора Курской области Александр Хинштейн оценил ситуацию в регионе после ударов беспилотников вооруженных сил Украины (ВСУ). Он поблагодарил сотрудников МЧС, Росгвардию, полицию и врачей скорой помощи за содействие в ликвидации последствий сброса БПЛА.",https://www.kommersant.ru/doc/7658430,"Tue, 15 Apr 2025 22:44:13 +0300"
"МВД поможет получить гражданство России немцу, поговорившему с Путиным",МВД РФ поможет повару Максиму Житникову из Германии получить российское гражданство. Об этом сообщила официальный представитель ведомства Ирина Волк.,https://www.kommersant.ru/doc/7658420,"Tue, 15 Apr 2025 22:34:27 +0300"
Произошел сбой в работе заблокированного в России торрент-трекера RuTracker,"Крупный русскоязычный торрент-трекер RuTracker не работает уже более пяти часов. Пользователи массово жалуются на сбой в работе сайта, сообщают RT и РБК.",https://www.kommersant.ru/doc/7658423,"Tue, 15 Apr 2025 22:25:15 +0300"
Путин: ситуация с инфляцией постепенно меняется в лучшую сторону,"Президент РФ Владимир Путин на заседании президиума Госсовета заявил, что проблема инфляции регулярно обсуждается и по этому поводу возникают разные мысли. «Центральный банк и правительство считают, что если инфляцию не подавить, то будет страдать вся экономика и все граждане Российской Федерации.",https://www.kommersant.ru/doc/7658413,"Tue, 15 Apr 2025 22:17:25 +0300"
Болгария передумала продавать российские реакторы Украине,"Болгария не будет продавать Украине реакторы ВВЭР-1000, изготовленные в России для АЭС «Белене». Об этом сообщил вице-премьер, лидер Болгарской социалистической партии Атанас Зафиров.",https://www.kommersant.ru/doc/7658406,"Tue, 15 Apr 2025 22:10:58 +0300"
Силуанов посоветовал регионам повысить эффективность строительства жилья,"Минфин считает необходимым повышать эффективность строительства жилья, в том числе увеличивая производительность труда. Также предлагается повысить эффективность расходования бюджетных средств в дорожной, инфраструктурной и коммунальной отраслях, заявил глава ведомства Антон Силуанов.",https://www.kommersant.ru/doc/7658398,"Tue, 15 Apr 2025 21:53:28 +0300"
Axios: Трамп провел совещание в Белом доме по ядерной сделке с Ираном,"Президент США Дональд Трамп провел совещание в Белом доме по поводу переговоров по ядерной сделке с Ираном, сообщил Axios со ссылкой на свои источники. На встрече присутствовали представители администрации, отвечающие за национальную безопасность и внешнюю политику.",https://www.kommersant.ru/doc/7658401,"Tue, 15 Apr 2025 21:48:52 +0300"
«Спартак» повел в серии 1/4 финала play-off КХЛ против «Салавата Юлаева»,"Московский «Спартак» на своем льду со счетом 4:2 переиграл уфимский «Салават Юлаев» в третьем матче серии 1/4 финала play-off Континентальной хоккейной лиги (КХЛ) и вышел вперед в серии до четырех побед — 2:1. У «Спартака» заброшенными шайбами отметились Николай Голдобин (12-я минута), Никита Ефремов (24), Егор Зайцев (28) и Адам Ружичка (59).",https://www.kommersant.ru/doc/7658400,"Tue, 15 Apr 2025 21:46:51 +0300"
В ФТС рассказали о снижении на 51% импорта вина в Россию,Россия снизила импорт винодельческой продукции на 51% в первом квартале 2025 года по сравнению с аналогичным периодом 2024-го. Об этом сообщил замруководителя Федеральной таможенной службы (ФТС) Сергей Шкляев на круглом столе в Совфеде.,https://www.kommersant.ru/doc/7658380,"Tue, 15 Apr 2025 21:42:02 +0300"
Посла РФ вызвали в МИД Швеции из-за удара по Сумам,"Посол России в Швеции Сергей Беляев был вызван в шведский МИД в связи с российским ударом по украинскому городу Сумы. Как сообщили представители посольства, дипломат указал на очередное нарушение международного гуманитарного права со стороны ВСУ, использующих население «в качестве живого щита для военных объектов».",https://www.kommersant.ru/doc/7658394,"Tue, 15 Apr 2025 21:34:14 +0300"
"Мутко: люди не покупают квартиры не потому, что у них нет денег","Глава «Дом.РФ» Виталий Мутко заявил, что необходимо субсидировать покупку жилья, соответствующего потребностям семей. «Нам нужно структуру жилья строить другую.",https://www.kommersant.ru/doc/7658362,"Tue, 15 Apr 2025 21:25:35 +0300"
Белый дом: Трамп не планирует посещать Украину,"Президент США Дональд Трамп не планирует визит на Украину, заявила пресс-секретарь Белого дома Кэролайн Левитт. 28 февраля глава Белого дома встречался с президентом Украины Владимиром Зеленским в Вашингтоне.",https://www.kommersant.ru/doc/7658376,"Tue, 15 Apr 2025 21:08:17 +0300"
Белый дом допустил развитие экономических связей с РФ после прекращения огня,"Пресс-секретарь Белого дома Кэролайн Левитт заявила, что экономическое партнерство России и США может стать стимулом для Москвы прекратить российско-украинский конфликт. При этом, по ее словам, перед этим необходимо прекратить огонь на Украине.",https://www.kommersant.ru/doc/7658375,"Tue, 15 Apr 2025 21:07:25 +0300"
ВЭБ: для достижения строительного суверенитета нужно создавать проектный офис,"Создание проектного офиса является залогом суверенитета строительной отрасли. Об этом рассказал старший управляющий партнер по государственно-частному партнерству ВЭБ.РФ Павел Селезнев на конференции «Строительный суверенитет России: как построить будущее?», организованной ИД «Коммерсантъ».",https://www.kommersant.ru/doc/7658372,"Tue, 15 Apr 2025 21:02:05 +0300"
Экс-совладельца «Азбуки вкуса» арестовали по новому делу,"Мещанский суд Москвы по ходатайству следственного департамента МВД РФ избрал меру пресечения в виде содержания под стражей сроком на 1 месяц 25 дней бывшему совладельцу сетей «Кофе Хауз» и «Азбука вкуса» Кириллу Якубовскому, экс-гендиректору золотодобывающей компании «Петропавловск» Павлу Масловскому и бывшему топ-менеджеру компании, входящей в холдинг ООО «ППФИН Холдинг», Светлане Безруковой. Первые двое обвиняются в создании организованного преступного сообщества (ч. 1 ст. 210 УК РФ), а Светлана Безрукова — в участии в нем (ч. 3 ст. 210 УК РФ).",https://www.kommersant.ru/doc/7658353,"Tue, 15 Apr 2025 21:01:56 +0300"
"Трамп считает, что Россия хочет завершить конфликт на Украине","Президент США Дональд Трамп и его спецпосланник Стив Уиткофф считают, что Россия хочет завершить российско-украинский конфликт. Об этом заявила пресс-секретарь Белого дома Кэролайн Левитт.",https://www.kommersant.ru/doc/7658367,"Tue, 15 Apr 2025 20:55:15 +0300"
Франция отозвала посла в Алжире для консультаций,"Франция в качестве ответной меры высылает 12 алжирских дипломатов, работающих в посольстве в Париже. Президент Франции Эмманюэль Макрон также решил отозвать французского посла в североафриканской стране Стефана Ромате для консультаций.",https://www.kommersant.ru/doc/7658359,"Tue, 15 Apr 2025 20:38:21 +0300"
Банк России дал прогноз по инфляции и росту ВВП,"Департамент исследования и прогнозирования Банка России подготовил бюллетень «О чем говорят тренды», в котором проанализировал макроэкономические показатели за I квартал года. Согласно подсчетам, ВВП за этот период заведомо превысит уровень III квартала 2024 года.",https://www.kommersant.ru/doc/7658328,"Tue, 15 Apr 2025 20:35:49 +0300"
ЦБ предложил запретить комиссии по льготной ипотеке,"Глава Банка России Эльвира Набиуллина заявила, что считает необходимым запретить банкам взимать комиссии по программам льготной ипотеки. Ранее президент Владимир Путин потребовал навести порядок в сфере семейной ипотеки, а взимание дополнительных комиссий банками назвал недопустимым.",https://www.kommersant.ru/doc/7658355,"Tue, 15 Apr 2025 20:31:10 +0300"
Хуснуллин предложил развивать альтернативу ипотеке,Вице-премьер Марат Хуснуллин выступил с инициативой разрешить рассрочку при покупке готового жилья у застройщиков даже после ввода дома в эксплуатацию. Об этом он заявил на расширенном заседании президиума Госсовета под председательством Владимира Путина.,https://www.kommersant.ru/doc/7658352,"Tue, 15 Apr 2025 20:23:13 +0300"
В Ставропольском крае депутаты за неделю распустили уже вторую городскую думу,"Депутаты Пятигорской городской думы сегодня, 15 апреля, приняли решение о досрочном прекращении собственных полномочий. По данным муниципального парламента, это сделано в целях экономии бюджета: вместо дополнительных выборов в двух округах депутаты решили избрать новый созыв целиком.",https://www.kommersant.ru/doc/7658331,"Tue, 15 Apr 2025 20:20:41 +0300"
Суд арестовал трех рабовладельцев из Новокузнецка после вмешательства Бастрыкина,"Центральный районный суд Кемерово пересмотрел меру пресечения для трех жителей Новокузнецка, которые держали в рабстве девять человек. Об этом сообщили в региональном отделении прокуратуры.",https://www.kommersant.ru/doc/7658344,"Tue, 15 Apr 2025 20:15:47 +0300"
ЦБ выступил против изъятия жилья за долги по рассрочке,"Банк России не поддержал инициативу разрешить застройщикам изымать жилье, приобретенное покупателями в рассрочку, при наличии задолженности. Об этом заявила глава ЦБ Эльвира Набиуллина на заседании Госсовета.",https://www.kommersant.ru/doc/7658345,"Tue, 15 Apr 2025 20:12:04 +0300"
ЦБ сообщил о замедлении роста цен на жилье в ряде регионов,Глава Банка России Эльвира Набиуллина заявила о снижении темпов роста цен на недвижимость в отдельных регионах страны. Об этом она сообщила на расширенном заседании президиума Госсовета по развитию жилищной инфраструктуры.,https://www.kommersant.ru/doc/7658341,"Tue, 15 Apr 2025 20:05:20 +0300"
Ynet: США начнут вывод войск из Сирии в ближайшие месяцы,"США проинформировали Израиль о планах в ближайшие два-три месяца начать вывод американского контингента из Сирии, сообщил израильский портал Ynet со ссылкой на источники. По их словам, Израиль пытался предотвратить этот сценарий, но убедить американских коллег изменить позицию не удалось.",https://www.kommersant.ru/doc/7658337,"Tue, 15 Apr 2025 19:57:35 +0300"
В Москве оштрафовали двух мигрантов за призыв к намазу в переходе метро,Савеловский районный суд Москвы обвинил двух мигрантов в нарушении законодательства о свободе вероисповедания (ч. 5 ст.,https://www.kommersant.ru/doc/7658332,"Tue, 15 Apr 2025 19:53:04 +0300"
Заморозки в Турции побили до 80% будущего урожая винограда,"Заморозки в Турции приведут к снижению экспорта фруктов и овощей в РФ, заявил профессор Университета Коньи, один из ведущих специалистов по международной экономике сельского хозяйства Халук Гедикоглу. «Заморозки в Турции привели к потере около 80% урожая винограда и 50% урожая абрикосов, яблок и черешни.",https://www.kommersant.ru/doc/7658316,"Tue, 15 Apr 2025 19:50:44 +0300"
Путин пообещал обсудить адаптацию желающих переехать в Россию,"Президент Владимир Путин заявил, что обсудит с коллегами процесс адаптации граждан, которые хотят переехать в Россию. Он подчеркнул, что стране нужны люди, разделяющие российские ценности.",https://www.kommersant.ru/doc/7658310,"Tue, 15 Apr 2025 19:40:43 +0300"
Андрей Василевский признан лучшим вратарем сезона по мнению игроков НХЛ,"Российский голкипер «Тампа-Бей Лайтнинг» Андрей Василевский занял первое место в рейтинге лучших вратарей НХЛ по итогам ежегодного опроса Ассоциации игроков НХЛ. Василевский набрал 31,13% голосов.",https://www.kommersant.ru/doc/7658308,"Tue, 15 Apr 2025 19:35:21 +0300"
Фицо назвал неуважительным требование Каллас не приезжать в Москву 9 Мая,"Премьер-министр Словакии Роберт Фицо прокомментировал требование главы европейской дипломатии Каи Каллас к европейским лидерам не посещать парад Победы в Москве 9 Мая. Господин Фицо подчеркнул, что никто не сможет ему указывать, «куда следует или не следует путешествовать».",https://www.kommersant.ru/doc/7658313,"Tue, 15 Apr 2025 19:34:44 +0300"
В России могут запустить производство бытовой техники на заводе Bosch,"Как выяснил «Ъ», АО «Газпром бытовые системы» (управляет бывшими заводами Bosch в Петербурге) планирует в 2025 году запустить производство стиральных машин и холодильников. Сейчас идет наладка оборудования и поиск поставщиков.",https://www.kommersant.ru/doc/7658314,"Tue, 15 Apr 2025 19:33:28 +0300"
Игроки НХЛ признали Никиту Кучерова лучшим плеймейкером,Российский форвард «Тампа-Бей Лайтнинг» Никита Кучеров занял первое место в рейтинге лучших плеймейкеров Национальной хоккейной лиги (НХЛ) по итогам ежегодного опроса Ассоциации игроков НХЛ. Результаты опубликованы на сайте организации.,https://www.kommersant.ru/doc/7658306,"Tue, 15 Apr 2025 19:21:12 +0300"
"Суд отменил взыскание 113,1 млрд рублей убытков с экс-банкиров Ананьевых","Арбитражный суд Московского округа отменил судебные акты двух нижестоящих инстанций по иску банка «Траст». Они взыскали около 113,1 млрд руб. убытков с троих бывших контролирующих лиц Автовазбанка — экс-бенефициаров Промсвязьбанка братьев Алексея и Дмитрия Ананьевых и экс-совладельца АВБ-банка Николая Тарана.",https://www.kommersant.ru/doc/7658296,"Tue, 15 Apr 2025 19:20:22 +0300"
Минниханов предложил расширить семейную ипотеку на ветеранов СВО,"Глава Татарстана, председатель комиссии Госсовета «Инфраструктура для жизни» Рустам Минниханов предложил распространить льготную ипотеку на семьи с детьми до 14 лет и семьи ветеранов СВО. С такой идеей он выступил на заседании президиума Госсовета.",https://www.kommersant.ru/doc/7658300,"Tue, 15 Apr 2025 19:14:49 +0300"
Четыре журналиста осуждены за сотрудничество с организацией Навального,"Нагатинский суд Москвы приговорил журналистов Антонину Кравцову (известна под псевдонимом Фаворская), Артема Кригера, Сергея Карелина и Константина Габова к пяти годам и шести месяцам лишения свободы по делу о сотрудничестве с Фондом борьбы с коррупцией (признан иноагентом и позже ликвидирован; организация признана экстремистской, ее деятельность в РФ запрещена). Об этом сообщает ТАСС.",https://www.kommersant.ru/doc/7658291,"Tue, 15 Apr 2025 18:59:18 +0300"
«Локомотив» вышел вперед в серии с «Авангардом» в 1/4 финала Кубка Гагарина,"Ярославский «Локомотив» на выезде обыграл омский «Авангард» — 6:2 — в третьем матче 1/4 финала play-off Континентальной хоккейной лиги (КХЛ) и повел в серии до четырех побед — 2:1. В составе ярославцев голы забили Егор Сурин (17-я минута), Максим Березкин (28 и 53), Максим Шалунов (50), Александр Полунин (53) и Артур Каюмов (60).",https://www.kommersant.ru/doc/7658293,"Tue, 15 Apr 2025 18:58:28 +0300"
Министр обороны Литвы призвала Европу увеличить оборонные расходы «прямо сейчас»,Министр обороны Литвы Довиле Шакалене призвала Европу к снятию ограничений по заимствованиям для финансирования расходов на оборону. Об этом она заявила в комментарии агентству Reuters.,https://www.kommersant.ru/doc/7658292,"Tue, 15 Apr 2025 18:56:35 +0300"
«Единая Россия» уступает другим партиям по активности на «Госуслугах»,"Доступ в специальный личный кабинет на портале «Госуслуги» есть у 56 из 89 региональных отделений «Единой России» (62,9%). По этому показателю партия власти уступает ЛДПР (89,9%), КПРФ (85,4%) и «Новым людям» (64,6%), сообщила замдиректора департамента развития инфраструктуры электронного правительства Минцифры Галина Сташевская на круглом столе единороссов, который прошел сегодня, 15 апреля.",https://www.kommersant.ru/doc/7658271,"Tue, 15 Apr 2025 18:54:35 +0300"
Bloomberg: ЕС не достиг успеха на переговорах с США по пошлинам,"Еврокомиссар по торговле Марош Шефчович на встрече с американскими коллегами добился «незначительного прогресса» в преодолении торговых разногласий Евросоюза и США, пишет Bloomberg со ссылкой на источники. По их словам, Вашингтон дал понять, что не собирается полностью отменять пошлины, введенные на импорт европейских товаров.",https://www.kommersant.ru/doc/7658285,"Tue, 15 Apr 2025 18:52:10 +0300"
Путин рассказал о ежегодном росте объемов аварийного жилья,"Аварийное жилье в России будет расти на 2,2 млн кв. м. ежегодно, заявил президент Владимир Путин. По его словам, изнашивание жилой застройки происходит из-за того, что ресурс массовых серий домов, построенных в советское время, стремительно исчерпывается.",https://www.kommersant.ru/doc/7658283,"Tue, 15 Apr 2025 18:46:18 +0300"
На мировом рынке люкса сменился лидер,"Сегодня,15 апреля, французская компания Hermes стала крупнейшей люксовой компанией в мире по рыночной капитализации, обойдя LVMH. Это произошло после того, как акции LVMH подешевели на 7% после вчерашнего слабого отчета за первый квартал, что снизило капитализацию компании до €246 млрд.",https://www.kommersant.ru/doc/7658270,"Tue, 15 Apr 2025 18:41:09 +0300"
Американские банки рекордно заработали на рыночной нестабильности в I квартале,"По итогам первого квартала совокупная выручка от торговых операций ведущих банков США JPMorgan Chase, Goldman Sachs, Morgan Stanley, Bank of America и Citigroup составила $37 млрд. По данным Financial Times, это стало рекордным показателем за последние более чем десять лет.",https://www.kommersant.ru/doc/7658258,"Tue, 15 Apr 2025 18:36:23 +0300"
"Путин: на обновление систем ЖКХ необходимо не менее 4,5 трлн рублей","Президент Владимир Путин заявил, что на модернизацию систем жилищно-коммунального хозяйства (ЖКХ) до 2030 года потребуется как минимум 4,5 трлн руб. Он уточнил, что в эту сумму войдут как бюджетные, так и частные инвестиции.",https://www.kommersant.ru/doc/7658267,"Tue, 15 Apr 2025 18:31:59 +0300"
Глава Забайкалья призвал жителей региона бороться с поджигателями,"Глава Забайкальского края Александр Осипов сегодня, 15 апреля, в эфире телеканала ГТРК «Чита» выступил с экстренным обращением к жителям региона, заявив об «опасной и экстраординарной ситуации» с лесными пожарами. «Лесными пожарами объят практически весь край, действует около 100 крупных пожаров.",https://www.kommersant.ru/doc/7658234,"Tue, 15 Apr 2025 18:28:30 +0300"
Путин поговорил по-немецки с переехавшим в РФ гражданином Германии,"Президент России Владимир Путин приветствовал переезд в Россию людей, разделяющих ее ценности. Во время расширенного заседания президиума Госсовета РФ глава государства пообщался по-немецки с переехавшим в поселок Доброград Владимирской области гражданином Германии.",https://www.kommersant.ru/doc/7658266,"Tue, 15 Apr 2025 18:25:04 +0300"
Трамп обсудил с премьером Омана ход переговоров по ядерной программе Ирана,Президент США Дональд Трамп обсудил с премьер-министром Омана Хейсамом бен Тариком Аль Саидом дальнейшие шаги в переговорном процессе с Ираном. Об этом сообщает государственное информационное агентство Омана.,https://www.kommersant.ru/doc/7658268,"Tue, 15 Apr 2025 18:24:58 +0300"
Bloomberg: рубль сильнее других валют укрепился к доллару,"С начала года российская валюта выросла на 38% на внебиржевом рынке, став лидером среди валют по укреплению к доллару. Ослабление доллара связано с торговыми войнами президента США Дональда Трампа, пишет Bloomberg.",https://www.kommersant.ru/doc/7658253,"Tue, 15 Apr 2025 18:17:33 +0300"
В «Единой России» назвали количество заявок на праймериз от участников СВО,"На предварительное внутрипартийное голосование «Единой России» к сегодняшнему дню, 15 апреля, поступило 15 957 заявлений от кандидатов, самый высокий конкурс пока в Ростовской (7,7 человека на один разыгрываемый мандат), Астраханской (7,3) и Воронежской областях (6,6). Об этом на круглом столе, посвященном электронному предварительному голосованию, рассказал член генсовета партии, сенатор Сергей Перминов.",https://www.kommersant.ru/doc/7658229,"Tue, 15 Apr 2025 18:04:29 +0300"
ФАС и ЦБ направили банкам рекомендации по рекламе вкладов,Федеральная антимонопольная служба (ФАС) и ЦБ подготовили рекомендации для банков по размещению информации о вкладах. Они касаются рекламы вкладов в мобильных приложениях и личных кабинетах.,https://www.kommersant.ru/doc/7658248,"Tue, 15 Apr 2025 18:04:16 +0300"
Минюст признал нежелательным фонд Элтона Джона по борьбе со СПИДом,"Минюст признал деятельность фонда британского исполнителя Элтона Джона (Elton John AIDS Foundation) нежелательной на территории России, следует из информации на сайте ведомства. Ранее Генпрокуратура, принявшая решение о нежелательности фонда, утверждала, что организация «сосредоточена» на пропаганде нетрадиционных сексуальных отношений, «западных моделей семьи» и смены пола.",https://www.kommersant.ru/doc/7658254,"Tue, 15 Apr 2025 18:03:54 +0300"
Генсек НАТО Рютте назвал нелегкими мирные переговоры по Украине с участием США,Генсек Североатлантического альянса (НАТО) Марк Рютте прибыл с необъявленным визитом в Одессу. Во время пресс-конференции он назвал нелегкими мирные переговоры по Украине при посредничестве США.,https://www.kommersant.ru/doc/7658252,"Tue, 15 Apr 2025 18:02:44 +0300"
Гагаузия обратилась к ЕС и ОБСЕ из-за «внешнего управления» из Молдавии,"Народное собрание (парламент) Гагаузии призвало Евросоюз, Венецианскую комиссию и Организацию по безопасности и сотрудничеству в Европе (ОБСЕ) обратить внимание «на системные нарушения» прав жителей автономии молдавским правительством. Поводом стало решение Конституционного суда Молдавии лишить Гагаузию права влиять на назначение прокурора региона.",https://www.kommersant.ru/doc/7658251,"Tue, 15 Apr 2025 18:00:40 +0300"
